id,file,question,answer,prediction,evaluation
83,prospectus_candriam-Equities-L-Biotechnology-Class-C-EUR-Cap-2023-fr_chart1.pdf,"En année 4, la performance dépasse-t-elle le Hurdle ?",Oui, Oui,True
84,prospectus_candriam-Equities-L-Biotechnology-Class-C-EUR-Cap-2023-fr_chart1.pdf,"À partir de l'année 3, à quel moment la VNI nette repasse t-elle au-dessus du HWM ?",Année 5, Année 4,False
85,prospectus_candriam-Equities-L-Biotechnology-Class-C-EUR-Cap-2023-fr_chart1.pdf,Que représente la courbe rouge ?,VNI (après frais de surperformance), VNE nette (après frais de surperformance),False
86,prospectus_candriam-Equities-L-Biotechnology-Class-C-EUR-Cap-2023-fr_chart1.pdf,Quel modèle de commission de surperformance est illustré dans ce graphique ?,modèle avec HWM 5Y, Modèle avec HWM 5Y,True
87,prospectus_candriam-Equities-L-Biotechnology-Class-C-EUR-Cap-2023-fr_chart1.pdf,La VNI nette à la fin de l’année 5 est-elle de plus de 105 ?,Oui, Oui,True
88,kiid_fourpoints_FR0000979221-fr_chart1.pdf,En quelle année le fonds a-t-il réalisé sa meilleure performance ?,2016, 2021,False
89,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Combien d’années le fonds a-t-il surperformé l’indice MSCI World ?,4, 7,False
90,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Quelle a été la performance du fonds en 2020 ?,"3,4%"," 1,8%",False
91,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Quelle année montre le plus grand écart de performance entre le fonds et l’indice ?,2019, 2018,False
92,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Quelles sont les années pendant lesquelles le fonds a eu une performance négative ?,2011 ; 2014 ; 2015 ; 2018," 2011, 2013, 2015, 2018",False
93,kiid_fourpoints_FR0000979221-fr_chart1.pdf,En quelle année le fonds a-t-il le plus sous-performé l’indice ?,2019, 2018,False
94,kiid_fourpoints_FR0000979221-fr_chart1.pdf,En quelle année le fonds a le plus surperformé l’indice ?,2016, 2016,True
95,kiid_fourpoints_FR0000979221-fr_chart1.pdf,En quelle année l’indice a le plus surperformé le fonds ?,2019, 2021,False
96,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Combien de fois le fonds a-t-il eu une performance supérieure à 20 % ?,2, 3,False
97,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Combien d’années le fonds a-t-il affiché une performance positive ?,7, 7,True
98,kiid_fourpoints_FR0000979221-fr_chart1.pdf,En quelle année la différence de performance entre le fonds et l’indice est la plus faible en % ?,2017, 2018,False
99,kiid_fourpoints_FR0000979221-fr_chart1.pdf,Combien de fois le fonds a-t-il affiché une performance inférieure à -10 % ?,3, 3,True
100,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart1.pdf,Quelle est la part des investissements durables dans le total des investissements ?,"80,00 %"," 80,00 %",True
101,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart1.pdf,A combien s'élève la part des investissements non durables ?,"20,00 %"," 20,00 %",True
102,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart1.pdf,"Parmi les investissements durables, quelle part est allouée aux critères environnementaux ?","0,00 %"," 0,00 %",True
103,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart1.pdf,Les investissements durables incluent-ils une composante sociale ?,Non, Oui,False
104,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart1.pdf,Peut-on considérer que les investissements ont un objectif environnemental ou social ?,Non, Non,True
105,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,"Quel est le niveau d’alignement des investissements avec la taxonomie européenne, obligations souveraines incluses ?","0,00 %", 100.00%,False
106,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,L’exclusion des obligations souveraines modifie-t-elle le niveau d’alignement avec la taxonomie ?,Non, Non,True
107,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,"Quelle est la part des investissements classés comme ""autres investissements"" dans les deux graphiques en camembert ?","100,00 %", 0.00%,False
108,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,Vrai ou Faux ? Les investissements du portefeuille sont alignés à 50 % sur la taxonomie européenne.,Faux, Faux,True
109,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,"Vrai ou Faux ? Le portefeuille présente un alignement de 0,00 % avec la taxonomie, obligations souveraines incluses.",Vrai, Faux,False
110,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,La part d’investissements alignés sur la taxonomie augmente lorsque l’on exclut les obligations souveraines. Vrai ou Faux ?,Faux, Faux,True
111,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,"Tous les investissements sont classés comme ""autres investissements"" dans les deux graphiques. Vrai ou Faux ?",Vrai, Faux,False
112,prospectus-bny-BNY-Mellon-Global-Funds-PLC-BNY-Mellon_Global-Real-Return-Fund-EUR-A-Acc-2022-fr_chart2.pdf,Vrai ou Faux ? Le graphique permet de conclure que les critères environnementaux ne sont pas respectés par le portefeuille. ,Vrai, Faux,False
113,kiis_auris_FR0013161973-fr_chart1.pdf,Quelle a été la performance du fonds en 2018 ?,"-10,63 %", -16.81%,False
114,kiis_auris_FR0013161973-fr_chart1.pdf,En quelle année le fonds a-t-il eu une performance négative ?,2018, 2018,True
115,kiis_auris_FR0013161973-fr_chart1.pdf,En quelle année le fonds a t-il eu sa meilleure performance ?,2019, 2019,True
116,kiis_auris_FR0013161973-fr_chart1.pdf,Vrai ou Faux ? La performance du fonds a toujours été positive entre 2017 et 2021.,Faux, Faux,True
117,kiis_auris_FR0013161973-fr_chart1.pdf,Y a t-il une performance inscrite pour l'année 2021 dans le graphique ?,Non, Non,True
118,kiis_auris_FR0013161973-fr_chart1.pdf,Quel est le nom du produit dont on étudie les performances passées ?,Opéra Première Symphonie C EUR, Opéra Première Symphonie C EUR,True
119,kiid_cholet_FR0010249672-fr_chart1.pdf,Quelle a été la performance du fonds CD France Expertise en 2018 ?,"-2,0 %"," 24,6%",False
120,kiid_cholet_FR0010249672-fr_chart1.pdf,"En 2020, le fonds a-t-il mieux résisté que son indice de référence ?",Oui, Non,False
121,kiid_cholet_FR0010249672-fr_chart1.pdf,Combien d’années le fonds a-t-il enregistré une performance supérieure à celle de son indice ?,6, 5,False
122,kiid_cholet_FR0010249672-fr_chart1.pdf,Quelles sont les années pendant lesquelles le fonds a eu une performance supérieure à celle de son indice ?,2011 ; 2014 ; 2015 ; 2017 ; 2018 ; 2020," 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",False
123,kiid_cholet_FR0010249672-fr_chart1.pdf,Comment les performances sont-elles calculées pour le fonds,Les performances de CD France Expertise présentées ici sont calculées revenus nets réinvestis et après déduction de tous les frais du fonds, revenues nettes réinvesties et après déduction de tous les frais du fonds,True
124,kiid_cholet_FR0010249672-fr_chart1.pdf,Comment les performances sont-elles calculées pour l’indice ?,Les performances de l'indicateur de référence sont calculées dividendes réinvestis, Les performances de l'indice sont calculées dividendes réinvestis.,True
125,kiid_AGA-CAPITAL-PLUS-VISE_2018-fr_chart1.pdf,Quelle a été la performance du fonds FCP AGA Capital Plus en 2021 ?,"14,03 %"," 14,03%",True
126,kiid_AGA-CAPITAL-PLUS-VISE_2018-fr_chart1.pdf,Quelle est l’année où le fonds a enregistré sa meilleure performance parmi celles affichées ?,2021, 2021,True
127,kiid_dpam_BE0058182792-fr_chart1.pdf,Quelle a été la performances de l'indice MSCI EMU Net Return  en 2020 ?,-0.01, -10.5%,False
128,kiid_vivienne_FR0011540558-fr_chart1.pdf,Quelle a été la performance la plus élevée de l’OPCVM sur la période 2015–2021 ?,"12,56 %"," 12,64%",False
