id,question,answer,prediction,google__gemma-3-27b-it,Qwen__Qwen3-32B,meta-llama__Llama-3.3-70B-Instruct,majority_vote
14,"D’accord. Maintenant si je reste un an sur la part A, quels frais annuels sont prélevés en pourcentage ?
A. 2,8 %
B. 1,44 %
C. 1,88 %
D. Aucun",A,"A. 2,8 %",True,True,True,True
15,"Et concrètement, en euros, cela me coûterait combien ces 2,80 % si je laisse mes 25 000 € placés un an ?
A. 650 €
B. 700 €
C. 500 €
D. 625 €",B,B. 700 €,True,True,True,True
16,"OK, et si j'avais mis la même somme sur la part I à la place, mes frais annuels auraient été de… ?
A. 625 €
B. 360 €
C. 450 €
D. 520 €",B,B. 360 €,True,True,True,True
17,"Pas mal, donc la différence annuelle entre la part A et la part I, cela donnerait quoi comme écart de coût en euros ?
A. 240 €
B. 300 €
C. 340 €
D. 180 €",C,C. 340 €,True,True,True,True
18,"Et si je regarde bien, combien y a-t-il de parts distinctes proposées dans ce tableau ?
A. Deux
B. Trois
C. Quatre
D. Impossible à dire",B,B. Trois,True,True,True,True
19,"Tiens, et sur une année, laquelle est la plus économique en frais courants ?
A. La part A
B. La part R
C. La part I
D. Elles sont identiques",C,C. La part I,True,True,True,True
20,"Dernière chose : est-ce que ces frais incluent aussi ce que je pourrais payer à mon conseiller personnel ?
A. Oui, toujours
B. Non, ce n’est pas forcément inclus
C. Oui, sauf pour la part R
D. C’est déduit des frais de sortie",B,"B. Non, ce n’est pas forcément inclus",True,True,True,True
21,"Si j’investis 10 000 USD et que le scénario favorable se réalise au bout d’un an, combien j’obtiens ?
A. 13 540 USD
B. 10 630 USD
C. 16 410 USD
D. 17 530 USD",C,C. 16 410 USD,True,True,True,True
22,"Et dans ce cas-là, sur un an, mon rendement en pourcentage, c’est bien ce fameux 64 % qu’on voit ?
A. Oui, exactement
B. Non, c’est sur 5 ans
C. Non, c’est une moyenne pondérée
D. Ce n’est pas dit",A,"A. Oui, exactement",True,True,True,True
23,"Bon et si je reste 5 ans dans le scénario intermédiaire, j’atteins quoi comme montant à la fin ?
A. 10 630 USD
B. 13 540 USD
C. 17 530 USD
D. 7 410 USD",B,B. 13 540 USD,True,True,True,True
24,"D’accord. Et cette progression-là sur 5 ans, ça revient à quel rendement annuel moyen à peu près ?
A. 6,24 %
B. 11,88 %
C. -5,83 %
D. 22 %",A,"A. 6,24 %",True,True,True,True
25,"Et si j'avais placé 25000 USD en scénario intermediaire sur le même nombre d'années ?
A. 1 240 USD
B. 1 560 USD
C. 1 000 USD
D. 1 270 USD",B,D. 1 270 USD,False,False,False,False
26,"Humm pas mal, donc là je gagne quel % exactement ?
A. 6,24 %
B. 6,35 %
C. 11,88 %
D. 34,18% ",A,"A. 6,24 %",True,True,True,True
27,"Et tu sais si ces chiffres prennent en compte mes impôts ou ma fiscalité perso ?
A. Oui, c’est intégré
B. Non, ce n’est pas précisé
C. Non, ce n’est pas pris en compte
D. Ça dépend du pays",C,"C. Non, ce n’est pas pris en compte",True,True,True,True
28,"Et pour ce fameux scénario défavorable, les rendements annuels sont plus négatifs sur 1 an ou sur 5 ans ?
A. Sur 5 ans
B. Sur 1 an
C. C’est pareil
D. Ce n’est pas mentionné",B,B. Sur 1 an,True,True,True,True
29,"Est-ce qu’on sait combien de personnes ont réellement connu ces performances passées ?
A. Oui, c’est écrit en note
B. Oui, les chiffres sont agrégés
C. Non, cette information ne figure pas
D. Oui, dans le rapport de performance",B,"C. Non, cette information ne figure pas",False,False,False,False
30,"Et à propos du scénario minimum, il dit qu’on peut tout perdre. Mais est-ce qu’on connaît la probabilité que ça arrive ?
A. Oui, elle est précisée dans la ligne
B. Non, elle n’est pas donnée
C. Oui, c’est 1 %
D. Oui, c’est entre tensions et défavorable",B,"B. Non, elle n’est pas donnée",True,True,True,True
31,"D’après le tableau, quel est le montant total des coûts si l’on sort du produit après 1 an avec 10000 USD investi au départ ?
A. 168 USD
B. 1.7 %
C. 841 USD
D. 10 000 USD",A,"B. Non, cette info n’est pas dans le document",False,False,False,False
32,"Et si on investi le nombre d'années correspondant à la seconde période de détention présentée, le coût total passe à combien ?
A. 168 USD
B. 525 USD
C. 841 USD
D. 1 050 USD",C,A. 168 USD,False,False,False,False
33,"Justement, ces frais récurrents sont estimés à combien par an en pourcentage de l’investissement ?
A. 0 %
B. 1.7 %
C. 8.8 %
D. 10.5 %",B,C. 841 USD,False,False,False,False
34,"Donc, si on applique 1.7 % par an pendant 5 ans sur un investissement de départ de 10 000 USD, à combien s’élèvent ces frais ?
A. 168 USD
B. 500 USD
C. 850 USD
D. 1 700 USD",C,B. 1.7 %,False,False,False,False
35,"Le rendement annuel du produit avant frais est supposé à :
A. 8.8 %
B. 1.7 %
C. 0 %
D. 10.5 %",D,C. 850 USD,False,False,False,False
36,"Et après frais, ce rendement net descend à… ?
A. 1.7 %
B. 8.8 %
C. 10.5 %
D. 5 %",B,C. 0 %,False,False,False,False
37,"Peut-on savoir à combien s’élève le rendement la première année dans cet exemple ?
A. 8.8 %
B. 10.5 %
C. 0 %
D. Ce n’est pas précisé",C,B. 8.8 %,False,False,False,False
38,"Est-il possible de connaître les frais de sortie exacts dans cet exemple ?
A. Oui, 0 %
B. Oui, 5.25 %
C. Non, l'information n'est pas présente dans ce document
D. Non, on n'a qu'une estimation des frais de sortie",C,D. Ce n’est pas précisé,False,False,False,False
39,"Dans l'exemple présenté, quelle somme de départ a été investie?
A. 5 000 USD
B. 10 000 USD
C. 168 USD
D. Ce n’est pas mentionné",B,"C. Non, l'information n'est pas présente dans ce document",False,False,False,False
40,"Est-ce qu’on peut savoir combien d’investisseurs ont suivi cette stratégie ou ce scénario modéré ?
A. Oui, on a les chiffres exacts
B. Non, cette info n’est pas dans le document
C. Oui, ils sont dans une note de bas de page
D. On peut l’estimer à partir du rendement",B,B. 10 000 USD,False,False,False,False
41,"D’après le document, à quel niveau de risque est classé ce produit sur une échelle de 1 à 7 ?
A. Niveau 1 – Risque très faible
B. Niveau 2 – Risque faible
C. Niveau 5 – Risque modéré
D. Niveau 7 – Risque très élevé",B,B. Niveau 2 – Risque faible,True,True,True,True
42,"D’accord, donc c’est plutôt rassurant. Mais ce niveau de risque est-il garanti si on sort avant les 8 ans ?
A. Oui, le niveau reste le même quelle que soit la durée
B. Oui, car le produit est stable
C. Non, le risque réel peut différer si on sort avant
D. On ne sait pas",C,"C. Non, le risque réel peut différer si on sort avant",True,True,True,True
43,"Et dans le pire des cas, que se passerait-il au bout d’un an selon le scénario de tensions ?
A. On perd tout
B. On récupère 10 101 €
C. On descend à 8 670 €
D. On perd 1 330 €",D,C. On descend à 8 670 €,False,False,False,False
44,"Et sur 8 ans, toujours dans le même scénario que la question précédente, le produit évoluerait comment ?
A. Après déduction des coûts il passerait à 12 084 €
B. Le pourcentage de baisse serait moins important
C. Il n'y aurait ni gains ni pertes
D. L'investissement s'éléverait à 10 415 €",B,B. Le pourcentage de baisse serait moins important,True,True,True,True
45,"Donc même dans ce cas extrême à long terme, on ne perd pas tout ?
A. Faux, on perd tout
B. Vrai, on perd un peu mais pas tout
C. Non, on gagne légèrement
D. Impossible à dire",B,"B. Vrai, on perd un peu mais pas tout",True,True,True,True
46,"Si on regarde maintenant le scénario favorable à 8 ans, combien pourrait-on obtenir ?
A. 12 084 €
B. 13 793 €
C. 10 101 €
D. 8 291 €",B,B. 13 793 €,True,True,True,True
47,"Et au final, quel est le seul scénario (sur les 4) qui affiche un rendement négatif sur les 8 ans ?
A. Scénario favorable
B. Scénario de tensions
C. Scénario défavorable
D. Aucun",B,B. Scénario de tensions,True,True,True,True
48,"Peut-on savoir dans ce document combien d’investisseurs ont réellement obtenu ces performances passées ?
A. Oui, c’est dans les notes
B. Non, ce n’est pas indiqué
C. Oui, dans l’annexe fiscale
D. On peut l’estimer",B,"B. Non, ce n’est pas indiqué",True,True,True,True
49,"À propos de garantie de capital, est-ce que ce produit en propose une ?
A. Oui, totalement
B. Oui, en cas de crise
C. Non, aucune
D. Seulement à échéance",C,"C. Non, aucune",True,True,True,True
50,"Est-ce que les rendements indiqués prennent en compte les frais de conseil ou de distribution ?
A. Oui, tous sont inclus
B. Non, pas nécessairement
C. Oui, sauf les commissions
D. On ne sait pas",B,"B. Non, pas nécessairement",True,True,True,True
51,"Quelle est la politique de distribution de dividendes pour la catégorie ""USD Hedged ACC "" ?
A. Distribution trimestrielle
B. Capitalisation
C. Distribution annuelle
D. Non précisée",B,B. P EUR Acc non coté,False,False,False,False
52,"Et la catégorie précédente dans le tableau (la ligne précédente), c’est le même principe ?
A. Oui, c’est aussi en capitalisation
B. Non, c’est une distribution
C. Non précisé
D. Il n’y a pas de dividendes",B,"B. Non, certaines n’ont pas cette info",False,False,False,False
53,"Et si on compare ces deux-là, ont-elles le même TER maximum (Total des Frais sur Encours) ?
A. Non, Inc USD a un TER plus élevé
B. Oui, toutes deux sont à 0,20 %
C. USD Hedged ACC est à 0,25 %, l’autre non
D. Ce n’est pas indiqué",C,"B. Non, le document ne le précise pas",False,False,False,False
54,"Et maintenant, si on regarde toutes les catégories non ""Hedged"" (c’est-à-dire couvertes contre le risque de change), quel est leur TER ?
A. Toujours 0,20 %
B. 0,25 %
C. 0,30 %
D. Variable selon la devise",A,C. 4,False,False,False,False
55,"D’ailleurs, combien de catégories distribuent des dividendes ET sont couvertes (“Hedged Inc”) ?
A. 2
B. 4
C. 6
D. 8",B,B. C’est toujours 5 unités dans chaque devise,False,False,False,False
56,"Si je voulais investir dans une part non ETF en EUR avec capitalisation, quelle catégorie devrais-je choisir ?
A. EUR Hedged Acc
B. P EUR Acc non coté
C. P EUR Inc non coté
D. Acc USD",B,B. Capitalisation,False,False,True,False
57,"Est-ce qu’on connaît la date de fin de la période d’offre initiale pour toutes ces catégories ?
A. Oui, c’est toujours janvier 2025
B. Non, certaines n’ont pas cette info
C. Oui, c’est indiqué pour toutes
D. On peut le déduire à partir du prix",B,"B. Non, c’est une distribution",False,False,False,False
58,"Peut-on savoir à quoi correspond exactement ce “N/A*” dans le tableau ?
A. Oui, c’est expliqué dans une note
B. Non, le document ne le précise pas
C. Oui, c’est le sigle d’un fonds fermé
D. On peut l’estimer par comparaison",B,"C. USD Hedged ACC est à 0,25 %, l’autre non",False,False,False,False
59,"Combien de devises différentes sont proposées pour les catégories “Hedged” ?
A. 2
B. 3
C. 4
D. 5",C,"A. Toujours 0,20 %",False,False,False,False
60,"Est-ce que le prix d’offre varie entre les catégories d’actions ?
A. Celon qu'elles soient ETF ou non le prix varie
B. C’est toujours 5 unités dans chaque devise
C. Oui, selon la politique de dividende
D. On ne peut pas le savoir",B,B. 4,False,False,False,False
61,"Bon, première chose : à combien s’élèvent les frais d’entrée maximum pour ce fonds ?
A. 3,5 %
B. 5 %
C. 0 %
D. 2,19 %",B,B. 5 %,True,True,True,True
62,"Ok, donc si j’investis 20 000 €, combien pourrait être réellement être investi dans ce cas ?
A. 20 000 €
B. 9 500 €
C. 19 000 €
D. On ne peut pas savoir",C,C. 19 000 €,True,True,True,True
63,"Et sur cette somme investie, combien sont prélevés chaque année au titre des frais courants ?
A. 2,19 % de 20 000 €
B. 2,19 % de 19 000 €
C. 2,19 % de l’actif net
D. On ne sait pas du tout",D,"C. 2,19 % de l’actif net",False,False,False,False
64,"D’accord, et parmis les frais, qu’est-ce qui pèse le plus ?
A. Les frais d’entrée
B. Les frais de sortie
C. Les frais de gestion et de fonctionnement
D. Les frais d’exploitation immobilière",A,C. Les frais de gestion et de fonctionnement,False,False,False,False
65,"Et il y a une commission de performance ? Si oui, comment elle fonctionne dans ce cas ?
A. Non, aucune mentionnée dans ce document
B. Oui, 20 % de la performance brute
C. Oui, 24 % de la surperformance au-delà de 5 %
D. Oui, mais uniquement si l’OPCI dépasse 2 % de performance",A,"A. Non, aucune mentionnée dans ce document",True,True,True,True
