id,file,question,answer,prediction,evaluation
38,prospectus-Lafrancaise_fr0013439817-fr_Table1.pdf,1 seule action F c'est le minimum ? Vrai ou faux ?,Vrai, Vrai,True
39,prospectus-Lafrancaise_fr0013439817-fr_Table1.pdf,Est-il vrai que l’action F ne prévoit aucune option autre que la capitalisation pour les revenus générés ?,Faux, Oui,False
40,prospectus-Lafrancaise_fr0013439817-fr_Table2.pdf,R C EUR : C'est pour tous les types d'investisseurs ?,Oui," Oui, tous les souscripteurs, dont les distributeurs fournissant un service de conseil non indépendant au sens de la réglementation MIF2 ou de Réception Transmission d'Ordres (RTO) avec services.",True
41,prospectus-Lafrancaise_fr0013439817-fr_Table2.pdf,T C EUR = Permet-t-elle le versement de revenus aux investisseurs ?,Non, Non,True
42,prospectus-Lafrancaise_fr0013439817-fr_Table3.pdf,"Concernant les actions, est-il admis que ces dernières soient divisés en parts inférieures ?",Oui," Oui, chaque action peut être divisée en cent millièmes.",True
43,prospectus-Lafrancaise_fr0013439817-fr_Table4.pdf,Exposition au risque de taux de conversion monétaire pour le portefeuille ?,Oui, Résiduel dû à une couverture imparfaite des positions en devises.,False
44,prospectus-Lafrancaise_fr0013439817-fr_Table5.pdf,"Hormis les charges directes, y a-t-il des frais non directs maximum facturés à l'OPCVM ?",Non, Non,True
45,prospectus-Lafrancaise_fr0013439817-fr_Table6.pdf,"Est-ce que chaque transaction, quelle qu'elle soit, entraîne systématiquement des frais transactionnels ?",Oui," Oui, chaque transaction entraîne des commissions de mouvement, sauf si le montant est inférieur au minimum indiqué pour chaque type d'actif.",False
46,kiid_constance_FR0011271576-fr_Table1.pdf,"Sensibilité aux fluctuations monétaires non-USD pour le portefeuille, oui ou non ?",Oui, Oui,True
47,kiid_constance_FR0011271576-fr_Table1.pdf,"Vrai ou Faux : Est-il exact que ce fonds, dont nous discutons ici, peut être totalement exposé au risque de change en devises autres que le dollar américain ?",Vrai, Vrai,True
48,kiid_constance_FR0011271576-fr_Table2.pdf,"Lors de la souscription ou du rachat des parts de ce dispositif d'investissement, des prélèvements initiaux ou terminaux sont-ils exigés ?",Non," Non, aucun frais d'entrée ni de sortie n'est exigé.",True
49,kiid_constance_FR0011271576-fr_Table2.pdf,"Vrai ou Faux : La structure de gestion de ce même fonds, dont nous analysons les caractéristiques maintenant, prélève-t-elle une rémunération additionnelle si la performance enregistrée dépasse un seuil prédéfini ?",Faux, Faux,True
50,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,"Vrai ou Faux : Les frais d'entrée, ça peut monter jusqu'à deux %?",Vrai, Vrai,True
51,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,Est-il exact d'affirmer que les charges récurrentes associées à la gestion de ce portefeuille d'investissement s'établissent à un pour cent ?,Faux, Non,True
52,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,Le gestionnaire de ce véhicule de placement est en droit de percevoir une rétribution additionnelle conditionnée par l'atteinte ou le dépassement d'objectifs de rendement spécifiques ?,Faux, Non,True
53,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,Est-il avéré que les prélèvements occasionnés lors du rachat des parts de cet investissement peuvent s'élever jusqu'à une proportion maximale d'un pour cent ?,Vrai, Oui,True
54,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,"Ces coûts d'accès, relatifs à l'investissement, sont de manière universelle imposés, nonobstant le fait que l'opération d'acquisition ait lieu sur une place boursière ?",Faux, Oui,False
55,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,"Les frais habituels sont-ils, genre, demandés tous les ans ? Oui ou Non ?",Oui, Oui,True
56,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,"Vrai / Faux Dans l'hypothèse où les titres de cette structure sont négociés en bourse, des coûts d'acquisition initiaux sont exigibles ?",Non, Faux,True
57,kiid_blackrock_DE000A0D8Q07-fr_Table2.pdf,"Les frais de sortie peuvent-ils être, euh, nuls dans certaines situations ?",Oui, Oui,True
58,kiid_arbevel_FR0000422842-fr_Table_1.pdf,Des prélèvements sont-ils exigibles lorsque l'on se retire du placement étudié ici ?,Oui," Oui, des frais de sortie de 1.00% sont exigibles.",True
59,kiid_arbevel_FR0000422842-fr_Table_1.pdf,"D'après ce document, une rétribution basée sur les résultats est-elle appliquée pour ce fonds ?",Oui," Oui, une commission de performance est appliquée.",True
60,kiid_arbevel_FR0000422842-fr_Table_1.pdf,Des frais de surperformance ont-ils été appliqués durant la dernière période de référence présentée ici?,Non, Non,True
61,kiid_antenor_FR0007078688-fr_Table1.pdf,Des frais de sortie sont-ils imposés si l'on quitte ce produit ?,Non," Non, aucun frais de sortie n'est mentionné.",True
62,prospectus_mandarine_fr0012144590-fr_Table2.pdf,A-t-on instauré un nouveau cycle d'observation spécifique au cours de cette Année 2 mentionnée ?,Oui," Oui, une nouvelle période d'observation débute en année 2.",True
63,prospectus_mandarine_fr0012144590-fr_Table2.pdf,A-t-on inauguré un cycle d'évaluation inédit durant cette Année 4 dont nous examinons les données actuellement ?,Non," Non, la période d'observation est prolongée pour s'étendre sur les années 3, 4 et 5.",True
64,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table1.pdf,"L'entité chargée des transferts de parts est localisée là-bas, à Dublin.",Vrai, Oui,True
65,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table1.pdf,"Vrai ou Faux : Le gardien des actifs de ce fonds se trouve bien ici, à Londres.",Faux, Faux,True
66,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table1.pdf,"Janus Henderson Investors UK Limited, cette entité que nous avons sous les yeux, figure-t-elle parmi les chargé de commercialisation et de vente des parts de ce fonds ?",Oui, Non,False
67,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table1.pdf,L'instigateur de ce fonds est-il identique à la structure qui en assure le conseil en investissement à l'heure actuelle ?,Oui, Non,False
68,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,Est-il possible de réaliser un investissement supplémentaire (plus tard) dans cette Catégorie I ?,Non," Oui, il est possible de réaliser un investissement supplémentaire dans la Catégorie I, car la ""Souscription ultérieure minimale"" est de 5.0 USD (ou 5.0 EUR ou 5.0 GBP selon la devise).",False
69,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"Existe-t-il un écart entre les seuils d'investissement minimaux exprimés en USD et en EUR, pour cette Catégorie Z que nous observons ici ?",Oui," Non, il n'y a pas d'écart : la souscription initiale minimale pour la Catégorie Z est de 20 000 000 USD et de 15 000 000 EUR, et la souscription ultérieure minimale est de ",False
70,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"L'acquisition de parts de la Catégorie A est-elle envisageable en livres sterling, avec un apport initial de 2 500 GBP, et ce, dès maintenant ?",Oui, Oui,True
71,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"Le positionnement initial en Catégorie G requiert-il un capital de départ excédant 10 000 000 EUR, dans le cas présent ?",Oui, Non,False
72,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"La Catégorie Y, cette catégorie à laquelle nous allons nous intéresser maintenant , sa souscription est-elle permise en dollar américain ?",Non, Non,True
73,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"L'affectation de capitaux à la Catégorie Z, une démarche parfois ardue pour les investisseurs, est-elle réalisable en euros, avec un versement de départ s'élevant à un million de ces mêmes unités monétaires ?",Non, Non,True
74,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"Est il vrai que concernant la catégorie S libellée en dollars américains, son seuil de souscription initial est plus élevé que celui requis pour la Catégorie  I ?",Vrai, Oui,True
75,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table2.pdf,"Vrai ou Faux : Le capital de départ minimal exigé pour l'accès à la Catégorie E s'élève-t-il invariablement à 2 500 unités monétaires, et ce, quelle que soit la devise de libellé des parts de ce fonds  (EUR ou USD) ?",Faux, Vrai,False
76,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table5.pdf,"Au sein du tableau que nous analysons actuellement, y a-t-il, par hasard, des titres dont la valeur nominale est exprimée dans une unité monétaire d'un pays du continent asiatique ?",Oui, Oui,True
77,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table5.pdf,"Parmi les diverses éléments de ce tableau d'investissement que nous avons ici sous les yeux se distingue-t-il des groupements d'actions dont la dénomination monétaire intrinsèque serait celle du Réal brésilien (dont le sigle, fort connu, est BRL) ?",Oui," Oui, la catégorie d'actions en Réal brésilien (BRL) est présente dans le tableau, dans la dernière colonne intitulée ""Real brésilien"".",True
78,prospectus_janus-henderson_Technology-and-Innovation-Fund-Class-A2-HEUR-2022-fr_Table6.pdf,"Ce dispositif de placement, dont nous examinons les spécificités en ce moment, intègre-t-il (et c'est une question cruciale, n'est-ce pas ?) dans ses processus d'évaluation et de décision les répercussions les plus significatives, celles qui sont défavorables sur les déterminants environnementaux, sociaux et de gouvernance (ESG, pour les initiés) ?",Oui," Oui, le dispositif intègre les principales incidences négatives sur les facteurs de durabilité (ESG) dans ses processus d'évaluation et de décision, notamment par des filtres d’exclusion (violation du Pacte mondial, exposition aux armes controversées) et par",True
79,prospectus_covea_fr0000931446-fr_Table1.pdf,"Concernant la Catégorie I, est-elle assujettie à des charges de gestion d'ordre administratif provenant d'entités tierces, extérieures à la structure principale ?",Non," Non, les frais administratifs externes à la société de gestion sont assujettis à un ""Actif net"" et sont intégralement supportés par la Société de Gestion, donc pas de charges pour la Catégorie I.",True
80,prospectus_covea_fr0000931446-fr_Table1.pdf,"Des frais indirects toutes taxes comprises , sont-ils applicables à ce véhicule d'investissement ? ",Non," Non, les frais indirects TTC ne sont pas applicables à ce véhicule d'investissement.",True
81,prospectus_covea_fr0000931446-fr_Table1.pdf,"Des rétributions liées aux opérations, ces fameuses ""commissions de mouvement"", peuvent-elles être effectivement soustraites du capital investi ici, à chaque acte transactionnel ?",Non," Oui, les commissions de mouvement sont prélevées sur chaque transaction, comme indiqué dans la ligne 4 du tableau.",False
82,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table1.pdf,"Pour ce qui est des instruments de dette émis par le secteur privé , leur valorisation est-elle inférieure, c'est-à-dire plus ""décotée"", comme on dit dans le jargon, comparée à celle des obligations émises par les émetteurs du secteur public, d'après les informations fournies ?",Oui, Oui,True
83,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table1.pdf,Est-il possible d'avoir une décote nulle sur des titres autres que les espèces ?,Oui, Non,False
84,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table3.pdf,La classe R impose-t-elle des frais de sortie ?,Non, Non,True
85,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table5.pdf,Est-ce que la valorisation de l’inventaire est réalisée 1 fois/semaine ?,Faux, Non,True
86,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table5.pdf,Vrai / Faux : Le règlement des opérations de souscription et de rachat intervient à J+3 après la date de transaction.,Vrai, Vrai,True
87,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table6.pdf,"Existe t-il d’autres classes que la ""Classique"" en EUR (ISIN LU0151324422) avec un taux de provisionnement de 20% ?",Non," Oui, il existe d'autres classes en EUR avec un taux de provisionnement de 20%, notamment :  
- Classique (q) EUR LU126989157  
- I EUR LU0151325312  
- I(q) EUR LU",False
88,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_Table6.pdf,"La classe R-H (ISIN LU2069305865) emploie-t-elle une méthodologie spécifique comme celle du ""High Water Mark"" ?",Oui, Non,False
89,prospectus_Candriam_Bonds_Euro_High_Yield_Pr_2025-fr_table8.pdf,Toutes les classes d’actions ont-elles un taux de provisionnement précisé ?,Oui, Non,False
90,prospectus_dnca-actions-euro-pme_2023-fr_Table1.pdf,Le cadre d'investissement de l'OPCVM permet-il l'acquisition de titres émis par des OPCVM de droit français ?,Oui, Oui,True
91,prospectus_dnca-actions-euro-pme_2023-fr_Table1.pdf,L'OPCVM est-il restreint aux seuls fonds d'investissement de droit national pour ses placements ?,Oui," Non, l'OPCVM peut détenir des parts ou actions d'OPCVM ou FIA de droit français, européen ou étranger, à condition qu'ils répondent aux conditions de l'article R. 214-13 du Code monétaire et financier.",False
92,prospectus_dnca-actions-euro-pme_2023-fr_Table1.pdf,Les FIA européens sont-ils des actifs que l'OPCVM est en droit d'acquérir ?,Oui, Oui,True
93,prospectus_dnca-actions-euro-pme_2023-fr_Table2.pdf,"La panoplie d'instruments de gestion inclut-elle des produits dérivés de crédit, tels que les Credit Default Swaps (CDS) ?",Non, Oui,False
94,prospectus_dnca-actions-euro-pme_2023-fr_Table3.pdf,Le tableau de stratégie indique-t-il que les obligations convertibles sont mobilisées spécifiquement pour la gestion du risque de crédit ?,Non, Non,True
95,prospectus_dnca-actions-euro-pme_2023-fr_Table3.pdf,La mise en œuvre de stratégies d'arbitrage repose-t-elle sur l'utilisation des obligations convertibles ?,Non, Non,True
96,prospectus_dnca-actions-euro-pme_2023-fr_Table3.pdf,Est-il précisé que les bons de souscription peuvent servir dans des stratégies de couverture ?,Oui, Oui,True
97,prospectus_dnca-actions-euro-pme_2023-fr_Table3.pdf,"Selon les informations fournies dans le tableau, Les produits de taux assortis d’une option de vente, figurent-ils parmi les instruments activés pour une stratégie d'intervention, quelle qu'elle soit ?",Non, Non,True
98,prospectus_dnca-actions-euro-pme_2023-fr_Table3.pdf,Le recours aux EMTN structurés a-t-il pour objectif de gérer l'exposition au risque de taux ou au risque d'actions ?,Non, Risque de taux,False
99,prospectus_fidelity_Fidelity-Funds-European-Growth-Fund-A-Acc-EUR-2022-fr_table1.pdf,Peut-on consulter le prospectus sur Internet d'après les informations du tableau ?,Oui, Oui,True
100,prospectus_fidelity_Fidelity-Funds-European-Growth-Fund-A-Acc-EUR-2022-fr_table1.pdf,Est-ce que la diffusion des dividendes passe par des canaux médiatiques ?,Non, Non,True
101,prospectus_fidelity_Fidelity-Funds-European-Growth-Fund-A-Acc-EUR-2022-fr_table1.pdf,"Si le swing pricing dépasse 2 %, en est-on informé via les médias ?",Non, Non,True
102,prospectus_fidelity_Fidelity-Funds-European-Growth-Fund-A-Acc-EUR-2022-fr_table1.pdf,"Peut-on accéder en ligne aux politiques clés, telles que celle sur les conflits d’intérêts ou la rémunération?",Oui, Oui,True
103,prospectus_fidelity_Fidelity-Funds-European-Growth-Fund-A-Acc-EUR-2022-fr_table1.pdf,La VL journalière des compartiments autres que monétaires est-elle visible sur le Web ?,Oui, Non,False
104,prospectus_Natixis_FR001400U1Z4_2025-fr_table1.pdf,Est-ce que le FCP a la possibilité de placer plus d’un cinquième de son actif dans des parts d’OPCVM ou de FIA ?,Oui," Non, l’utilisation d’actions ou parts d’OPCVM / FIA / Fonds d’investissements pourra être supérieure à 20 % de l’actif uniquement si les conditions spécifiques mentionnées dans le tableau sont remplies. Pour les OPCVM",False
105,prospectus_Natixis_FR001400U1Z4_2025-fr_table1.pdf,Peut-on intégrer des OPCVM régis par le droit français dans la composition du portefeuille ?,Oui, Non,False
106,prospectus_Natixis_FR001400U1Z4_2025-fr_table1.pdf,L’usage de fonds professionnels spécialisés est-il permis dans ce cadre ?,Non, Non,True
107,prospectus_Natixis_FR001400U1Z4_2025-fr_table1.pdf,Les fonds nourriciers peuvent-ils faire partie des actifs éligibles ?,Non," Oui, les fonds nourriciers peuvent faire partie des actifs éligibles.",False
108,prospectus_Natixis_FR001400U1Z4_2025-fr_table1.pdf,Est-il permis d’exposer la totalité de l’actif net via des instruments dérivés ?,Oui," Non, la proportion maximale d’actifs sous gestion pouvant faire l’objet d’un TRS est de 100% de l’actif net.",True
109,prospectus_Natixis_FR001400U1Z4_2025-fr_table2.pdf,Ce fonds est-il concerné par une facturation liée à ses résultats excédentaires ?,Non," Non, la commission de surperformance est indiquée comme ""Néant"".",True
110,prospectus_Natixis_FR001400U1Z4_2025-fr_table2.pdf,Des commissions transactionnelles s’appliquent-elles aux mouvements d’actifs ?,Non," Non, les commissions de mouvement sont indiquées comme ""Néant"" dans le tableau.",True
111,prospectus_xtrackers_-fr_table1.pdf,La catégorie 1D entraîne-t-elle des coûts spécifiques lors d’ordres passés sur le marché primaire ?,Oui," Non, la catégorie « 1D » n'entraîne pas de coûts spécifiques lors d’ordres passés sur le marché primaire, car la « Frais de Transaction du Marché Primaire » est indiquée comme « Applicables » pour toutes les cat",False
112,prospectus_Ninety-One_Global-Strategy-Fund-Global-Strategic-Equity-Fund-A-Acc-EUR-2022-fr_table1.pdf,Ce fonds Emerging Markets Sustainable Blended Debt Fund présente-t-il une exposition au risque associé à l’évaluation du crédit en Chine ?,Oui, Oui,True
113,prospectus_Ninety-One_Global-Strategy-Fund-Global-Strategic-Equity-Fund-A-Acc-EUR-2022-fr_table1.pdf,Le tableau fait-il apparaître une exposition du fonds European Equity Fund à un ou plusieurs des risques répertoriés ?,Oui, Non,False
114,prospectus_Ninety-One_Global-Strategy-Fund-Global-Strategic-Equity-Fund-A-Acc-EUR-2022-fr_table1.pdf,Ce compartiment Global Multi-Asset Income Fund Global Multi-Asset présente-t-il une vulnérabilité en lien aux positions à découvert ?,Oui, Oui,True
115,prospectus_Ninety-One_Global-Strategy-Fund-Global-Strategic-Equity-Fund-A-Acc-EUR-2022-fr_table2.pdf,Ce compartiment Global Total Return Credit Fund recourt-il à l’approche par engagements pour mesurer son exposition globale ?,Non, Non,True
116,prospectus_Ninety-One_Global-Strategy-Fund-Global-Strategic-Equity-Fund-A-Acc-EUR-2022-fr_table2.pdf,Le fonds Emerging Markets Hard Currency Debt Fund affiche-t-il un levier plus élevé que son équivalent en dette corporate ?,Non, Non,True
117,prospectus_Ninety-One_Global-Strategy-Fund-Global-Strategic-Equity-Fund-A-Acc-EUR-2022-fr_table2.pdf,Les deux compartiments dédiés aux marchés émergents (le compartiment Emerging Markets Hard Currency Debt Fund et Emerging Markets Corporate Debt Fund ) présentent-ils un effet de levier équivalent ?,Yes, Oui,True
118,prospectus_blackrock_BlackRock-Global-Funds-Asian-Growth-Leaders-Fund-E2-EUR-2022-fr_table1.pdf,V/F : Les frais de la commission de gestion de la part J sont nuls dans les deux véhicules d’investissement concernés.,Vrai, Faux,False
119,prospectus_blackrock_BlackRock-Global-Funds-Asian-Growth-Leaders-Fund-E2-EUR-2022-fr_table1.pdf,"V/F : Dans le fonds Asian High Yield Bond Fund, la part D supporte une commission de gestion plus élevée que la part C.",Faux, Faux,True
120,prospectus_blackrock_BlackRock-Global-Funds-Asian-Growth-Leaders-Fund-E2-EUR-2022-fr_table1.pdf,Oui/Non : La commission de gestion appliquées à la part D dans le fonds Asian High Yield Bond Fund est-elle inférieure à 1 % ?,Oui, Oui,True
